name,z,lat,lon,cortarNo
안동시 서후면 이송천리,,,,
안동시 서후면 금계리,,,,
안동시 서후면 성곡리,,,,
안동시 서후면 이개리,,,,
안동시 서후면 교리,,,,
안동시 서후면 명리,,,,
안동시 서후면 대두서리,,,,
안동시 서후면 재품리,,,,
안동시 풍천면,14,36.556208,128.50645,4717034000
안동시 풍천면 갈전리,,,,
안동시 풍천면 도양리,,,,
안동시 풍천면 구담리,,,,
안동시 풍천면 광덕리,,,,
안동시 풍천면 기산리,,,,
안동시 풍천면 신성리,,,,
안동시 풍천면 금계리,,,,
안동시 풍천면 구호리,,,,
안동시 풍천면 어담리,,,,
안동시 풍천면 인금리,,,,
안동시 풍천면 가곡리,,,,
안동시 풍천면 병산리,,,,
안동시 풍천면 하회리,,,,
안동시 일직면,14,36.475301,128.659562,4717035000
안동시 일직면 귀미리,,,,
안동시 일직면 구천리,,,,
안동시 일직면 망호리,,,,
안동시 일직면 원리,,,,
안동시 일직면 광연리,,,,
안동시 일직면 명진리,,,,
안동시 일직면 평팔리,,,,
안동시 일직면 용각리,,,,
안동시 일직면 국곡리,,,,
안동시 일직면 조탑리,,,,
안동시 일직면 송리리,,,,
안동시 일직면 원호리,,,,
안동시 일직면 운산리,,,,
안동시 남후면,14,36.523644,128.689962,4717036000
안동시 남후면 광음리,,,,
안동시 남후면 무릉리,,,,
안동시 남후면 개곡리,,,,
안동시 남후면 검암리,,,,
안동시 남후면 고하리,,,,
안동시 남후면 고상리,,,,
안동시 남후면 상아리,,,,
안동시 남후면 하아리,,,,
안동시 남후면 단호리,,,,
안동시 남선면,14,36.526192,128.769837,4717037000
안동시 남선면 이천리,,,,
안동시 남선면 신석리,,,,
안동시 남선면 구미리,,,,
안동시 남선면 신흥리,,,,
안동시 남선면 도로리,,,,
안동시 남선면 현내리,,,,
안동시 남선면 원림리,,,,
안동시 남선면 외하리,,,,
안동시 임하면,14,36.524688,128.831148,4717038000
안동시 임하면 임하리,,,,
안동시 임하면 천전리,,,,
안동시 임하면 추목리,,,,
안동시 임하면 신덕리,,,,
안동시 임하면 금소리,,,,
안동시 임하면 고곡리,,,,
안동시 임하면 오대리,,,,
안동시 임하면 노산리,,,,
안동시 길안면,14,36.455948,128.894457,4717039000
안동시 길안면 천지리,,,,
안동시 길안면 만음리,,,,
안동시 길안면 백자리,,,,
안동시 길안면 금곡리,,,,
안동시 길안면 송사리,,,,
안동시 길안면 대사리,,,,
안동시 길안면 고란리,,,,
안동시 길안면 묵계리,,,,
안동시 길안면 구수리,,,,
안동시 길안면 배방리,,,,
