atclNm,bildNm,flrInfo,spc2,tradTpNm,prc,rentPrc,hanPrc,direction,atclNo,atclFetrDesc,atclCfmYmd,지역1,지역2,지역3,date
동덕현대2차,4동,저/15,67,매매,17800,0,"1억 7,800",남서향,2224064639,즉시입주 리모델링하기좋은 기본집 향후 재개발 계획,22.07.18.,울산광역시,중구,복산동,2022-07-29
남운럭키맨션,4동,고/15,66,전세,15500,0,"1억 5,500",남동향,2224223524,즉시 입주 샤시제외 리모델링 생활권편리 교통 및 학군좋음,22.07.18.,울산광역시,중구,복산동,2022-07-29
복산아이파크,107동,중/12,84,매매,56000,0,"5억 6,000",남서향,2224223190,단지내조망권 중문설치 집상태양호,22.07.18.,울산광역시,중구,복산동,2022-07-29
번영로드림파크(도시형),1동,중/14,44,매매,16800,0,"1억 6,800",남서향,2225785818,"시스템에어컨2대,한샘장농,드레스룸1개mbc방송국앞,입주협의,",22.07.29.,울산광역시,중구,복산동,2022-07-29
송림,1동,저/6,53,매매,23000,0,"2억 3,000",남동향,2225596593,"올수리됨. 복산반구재개발지역, 동의서징구중",22.07.28.,울산광역시,중구,복산동,2022-07-29
정우,1동,고/5,59,전세,12000,0,"1억 2,000",남향,2225621947,일조권.교통.위치좋은 생활편리한 고층아파트,22.07.28.,울산광역시,중구,복산동,2022-07-29
남운럭키맨션,1동,1/15,84,매매,22900,0,"2억 2,900",남동향,2224685079,"귀한 1동. 아이 키우기 좋은 1층. 샷시 최근교체. 성지,남운럭키 전문",22.07.21.,울산광역시,중구,복산동,2022-07-29
성지,101동,10/15,84,매매,24000,0,"2억 4,000",남동향,2224684727,최고 인기 동인 1동 . 울산 시내가 다 보이는 탁트인 전망. 성지 전문,22.07.21.,울산광역시,중구,복산동,2022-07-29
성지,102동,10/15,59,매매,17500,0,"1억 7,500",남동향,2224707346,"투자로 추천.현재 세입자 거주중.샷시까지 올리모델링.성지, 남운럭키전문",22.07.21.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,101동,8/11,84,전세,45000,0,"4억 5,000",남서향,2224906686,"협의입주,선호하는동,일조권,조망시원한 동,관리도 잘된깔끔한집",22.07.22.,울산광역시,중구,복산동,2022-07-29
성지,102동,15/15,59,매매,18200,0,"1억 8,200",남동향,2224686007,"샷시,욕실,싱크대 등 수리됨.층간소음없고 전망좋은 탑층.성지 전문.",22.07.21.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,206동,저/19,75,매매,61110,0,"6억 1,110",남동향,2225683169,남동 A타입 양도세매도자부담,22.07.28.,울산광역시,중구,복산동,2022-07-29
복산아이파크,106동,고/13,59,매매,49000,0,"4억 9,000",남서향,2224062192,조용한 동 남서향 입주 조율 기본집 교통 및 생활권 편리,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음2단지,107동,저/9,84,매매,63000,0,"6억 3,000",남서향,2224099298,입주 투자 다됨 복산동서한이다음 복산동정효은부동산,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,101동,고/16,84,매매,70000,0,7억,남동향,2224099654,선호동뷰끝짱남약사초도보7분 효성상가부동산 정효은부동산,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,103동,저/11,84,매매,55000,0,"5억 5,000",남서향,2224099109,급매전세포함안정감주택독채느낌 복산동서한전문 복산동정효은부동산,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,304동,중/23,59,매매,47100,0,"4억 7,100",남동향,2225520371,신축매입가  약 4.7억 확장및 에어컨4대등 각종 옵션포함가격,22.07.27.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,201동,중/14,84,매매,63000,0,"6억 3,000",남동향,2225517287,"확 트인 앞동,  홈플5분거리, 집상태좋음, 협의입주",22.07.27.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,104동,10/15,84,매매,65000,0,"6억 5,000",남동향,2223135730,입주맞춤가격맞춰드려요 추천전망좋아요 효성상가부동산정효은부동산,22.07.09.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,204동,저/20,84,매매,76410,0,"7억 6,410",남향,2225465903,조합입주권 판상형 204동 정남향 서덕출공원전망,22.07.27.,울산광역시,중구,복산동,2022-07-29
복산아이파크,102동,고/14,84,매매,55000,0,"5억 5,000",남동향,2225501772,.,22.07.27.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,202동,10/12,59,매매,55000,0,"5억 5,000",남동향,2223128810,시스템두대 효성해링턴상가부동산 정효은부동산,22.07.09.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,305동,고/23,84,매매,84400,0,"8억 4,400",남서향,2225502636,3단지 고층,22.07.27.,울산광역시,중구,복산동,2022-07-29
복산아이파크,106동,중/13,84,매매,63000,0,"6억 3,000",남동향,2224125872,편리한 동선 구조좋은  C타입 햇살좋고 협의입주 가능해요,22.07.16.,울산광역시,중구,복산동,2022-07-29
복산아이파크,106동,고/13,59,매매,48500,0,"4억 8,500",남서향,2224007517,전세포함매매로얄동로얄층복산동아파트전문정효은부동산,22.07.15.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,104동,중/15,84,매매,68000,0,"6억 8,000",남동향,2224006717,약사초도보안전 학원밀집 트램2호성예정 최.다.매물보유효성상가부동산정효은,22.07.15.,울산광역시,중구,복산동,2022-07-29
동덕현대,비동,고/6,77,매매,19000,0,"1억 9,000",남서향,2224070414,"완전올수리.월세수익보실분,1000에50임차인 확보",22.07.16.,울산광역시,중구,복산동,2022-07-29
정우,1동,고/5,59,매매,22000,0,"2억 2,000",남동향,2225127479,홈플러스10분,22.07.25.,울산광역시,중구,복산동,2022-07-29
복산아이파크,101동,중/15,84,매매,61000,0,"6억 1,000",남향,2223754814,앞동 남향 깨끗한기본집 로얄층 전면조망트임,22.07.14.,울산광역시,중구,복산동,2022-07-29
번영로드림파크(도시형),1동,고/14,44,매매,16800,0,"1억 6,800",남서향,2223799937,풀옵션깨끗함주인거주이사협의mbc방송국 옆홈플도보 5분거리생활편,22.07.14.,울산광역시,중구,복산동,2022-07-29
복산아이파크,107동,저/12,84,매매,57000,0,"5억 7,000",남향,2223801451,모던한 분위기아늑하고 조용한 느낌가리는것 없는 뒷동같지 않는 느낌,22.07.14.,울산광역시,중구,복산동,2022-07-29
복산아이파크,106동,고/13,84,매매,58000,0,"5억 8,000",남향,2223752444,앞동 남향 조망권좋음 학군좋고 교통좋은 위치에 신축급아파트,22.07.14.,울산광역시,중구,복산동,2022-07-29
새운파래스타운,2동,고/13,126,매매,38000,0,"3억 8,000",남동향,2223864505,입주맞춰드려요 싹다리모델링 추천드려요,22.07.15.,울산광역시,중구,복산동,2022-07-29
새운파래스타운,2동,저/13,126,매매,37000,0,"3억 7,000",남동향,2223914449,학군좋고 생활권편리,22.07.15.,울산광역시,중구,복산동,2022-07-29
복산아이파크,102동,고/14,59,매매,47000,0,"4억 7,000",남서향,2223723227,전세3억5천안고매매 남서향 전면트임 로얄층. 가격조절해드립니다.,22.07.14.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,404동,고/24,84,매매,77100,0,"7억 7,100",남동향,2225179582,"전망굿 판상형, 확장비 에어컨2대등 무상옵션,총금액 약7억7천",22.07.25.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,103동,고/10,84,매매,74000,0,"7억 4,000",남향,2225075267,,22.07.25.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,306동,고/25,84,매매,77750,0,"7억 7,750",남동향,2225178831,"입주권.P4억,판상형 A타입.영구조망.인기타입",22.07.25.,울산광역시,중구,복산동,2022-07-29
복산아이파크,101동,저/15,84,월세,30000,65,3억,남향,2223637999,남향집 저층이지만 앞틔임 빠른입주 단지내 미니공원 어린이집등 부대시설,22.07.13.,울산광역시,중구,복산동,2022-07-29
복산아이파크,103동,4/14,59,매매,45000,0,"4억 5,000",남동향,2224320750,"강강추즉시입주,시스템에어컨2대,선호구조,단지조망이쁜동,햇살잘들고 따뜻한집",22.07.18.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,101동,고/16,84,매매,70000,0,7억,남서향,2223668631,위치짱제일대빵좋은집쌔집같은일단보심반합니다 효성상가 정효은부동산,22.07.13.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,203동,고/14,71,매매,62000,0,"6억 2,000",남동향,2223668322,약사초도보거리입주시스템에어컨옵션효성상가부동산정효은부동산,22.07.13.,울산광역시,중구,복산동,2022-07-29
복산아이파크,103동,저/14,84,매매,63000,0,"6억 3,000",남향,2223671277,안고매매 단지조망 이뻐요 복산동전문 복산동정효은부동산,22.07.13.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,105동,고/11,84,매매,65000,0,"6억 5,000",남동향,2223668077,협의입주 인기동인기층 복산동서한전문복산동정효은부동산,22.07.13.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,203동,12/14,71,매매,53000,0,"5억 3,000",남동향,2222824279,BEST 시스템에어컨 2대 최고로얄매물 즉시입주가능,22.07.07.,울산광역시,중구,복산동,2022-07-29
복산아이파크,106동,1/13,59,매매,45000,0,"4억 5,000",남서향,2222832448,1층이라 애들키우기 어르신 살기에 넘 좋아요.,22.07.07.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,104동,7/15,84,매매,63000,0,"6억 3,000",남동향,2222828073,가격최고저렴 관리너무너무 잘되있는집 적극추천,22.07.07.,울산광역시,중구,복산동,2022-07-29
동아,1동,4/5,59,전세,12000,0,"1억 2,000",남향,2224098074,일조권.교통.위치좋은 생활편리한 고층아파트,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로드림파크(도시형),1동,고/14,29,매매,9500,0,"9,500",남서향,2223694250,"급매,시스템에어컨1대,12자한샘장농,풀옵션,MBC입구,실입주.",22.07.13.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,201동,저/14,84,매매,61000,0,"6억 1,000",남향,2223549842,급매귀한 c타입남향중문거실 안방 시스템에어컨탄성코트주인실거주중,22.07.12.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음2단지,107동,저/9,84,매매,65000,0,"6억 5,000",남서향,2223412944,편의시설최고 홈플 교통도보 5분시스템에4대리모델링깔끔서한이다음부동산,22.07.12.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,204동,고/14,59,전세,32000,0,"3억 2,000",남동향,2223528973,도보5분내모든인프라가능 효성상가부동산정효은부동산,22.07.12.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,104동,저/11,84,전세,43000,0,"4억 3,000",남동향,2223415556,입주즉시 일조채광 굿 푸른정원 조망 안정감굿서한이다음부동산바로전화주세요,22.07.12.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음2단지,107동,저/9,84,매매,64000,0,"6억 4,000",남서향,2223413217,서한위치보고오는 학군최고 서한이다음은 서한이다음부동산,22.07.12.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스1차,103동,고/14,84,매매,68000,0,"6억 8,000",남동향,2223444966,위치최상효성 로얄동로얄층 효성상가부동산 정효은부동산,22.07.12.,울산광역시,중구,복산동,2022-07-29
아느칸빌3차(주상복합),1동,중/10,84,매매,33500,0,"3억 3,500",남향,2224912901,"MBC부근, 생활이편리",22.07.22.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,101동,저/11,72,매매,62000,0,"6억 2,000",남동향,2223375338,틔여있어요 위치짱최고서한 복산동아파트전문 복산동정효은,22.07.11.,울산광역시,중구,복산동,2022-07-29
번영로효성해링턴플레이스2차,203동,저/14,71,매매,65000,0,"6억 5,000",남동향,2223374769,입주협의테라스서비스세대 34같은 학교학원 주위인프라최상,22.07.11.,울산광역시,중구,복산동,2022-07-29
복산아이파크,107동,고/12,59,매매,51000,0,"5억 1,000",남동향,2223374406,입주맞춰드려요급매추천 복산동전문복산동정효은부동산,22.07.11.,울산광역시,중구,복산동,2022-07-29
동덕현대4차,5동,저/15,78,매매,21000,0,"2억 1,000",남동향,2223255283,앞동이라 가림없는집 가격조정가능,22.07.11.,울산광역시,중구,복산동,2022-07-29
남운럭키맨션,4동,고/15,66,매매,22000,0,"2억 2,000",남동향,2223266121,로얄층내부상태좋음공시지가 1억미만으로 투자가치 추천,22.07.11.,울산광역시,중구,복산동,2022-07-29
복산아이파크,101동,저/15,84,매매,54000,0,"5억 4,000",남향,2223236363,맨앞동정남향일조량채광좋음.,22.07.11.,울산광역시,중구,복산동,2022-07-29
번영로서한이다음1단지,105동,1/11,84,월세,10000,110,1억,남동향,2222337107,"층간소음 걱정할필요없음.홈플,학군,교통 최고입지",22.07.04.,울산광역시,중구,복산동,2022-07-29
새운파래스타운,4동,저/13,115,매매,33900,0,"3억 3,900",남동향,2224093129,깨끗하며. 생활편함,22.07.16.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,505동,고/23,59,매매,51850,0,"5억 1,850",남동향,2224875282,,22.07.22.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,505동,21/23,84,매매,78600,0,"7억 8,600",남동향,2223959332,505동 판상형 고층 일조전망 최고 초기투자금 5.2억 세금포함,22.07.15.,울산광역시,중구,복산동,2022-07-29
신한그린맨션,1동,고/15,57,매매,12000,0,"1억 2,000",남향,2223341639,남향으로 일조권 및 조망권이 좋은 로얄 층 아파트 매매,22.07.11.,울산광역시,중구,복산동,2022-07-29
평창,101동,고/25,84,매매,39000,0,"3억 9,000",남향,2224604915,투자적극추천 전망일조 최고인 집 전세끼고 매매,22.07.20.,울산광역시,중구,복산동,2022-07-29
평창,101동,저/25,84,매매,42000,0,"4억 2,000",남향,2224600727,"정남향 학교전망 햇살 좋고 공사소음 거의없음엘지로 올인테리어,젊은 감각",22.07.20.,울산광역시,중구,복산동,2022-07-29
새운파래스타운,3동,고/13,115,매매,33800,0,"3억 3,800",남동향,2223947579,"로얄층,앞삿시와 배관수리됨",22.07.15.,울산광역시,중구,복산동,2022-07-29
번영로센트리지,504동,13/21,59,매매,55100,0,"5억 5,100",남동향,2223724072,5단지 59A 판상형 신축아파트 실매입가 약 5.5억,22.07.14.,울산광역시,중구,복산동,2022-07-29
