법정동코드	법정동명	폐지여부
4715036023	김천시 어모면 남산리	존재
4715036024	김천시 어모면 다남리	존재
4715036025	김천시 어모면 군자리	존재
4715036026	김천시 어모면 덕마리	존재
4715036027	김천시 어모면 구례리	존재
4715036028	김천시 어모면 옥계리	존재
4715036029	김천시 어모면 능치리	존재
4715036030	김천시 어모면 도암리	존재
4715036031	김천시 어모면 은기리	존재
4715036032	김천시 어모면 동좌리	존재
4715037000	김천시 봉산면	존재
4715037021	김천시 봉산면 신리	존재
4715037022	김천시 봉산면 인의리	존재
4715037023	김천시 봉산면 예지리	존재
4715037024	김천시 봉산면 덕천리	존재
4715037025	김천시 봉산면 태화리	존재
4715037026	김천시 봉산면 상금리	존재
4715037027	김천시 봉산면 신암리	존재
4715037028	김천시 봉산면 광천리	존재
4715038000	김천시 대항면	존재
4715038021	김천시 대항면 향천리	존재
4715038022	김천시 대항면 운수리	존재
4715038023	김천시 대항면 주례리	존재
4715038024	김천시 대항면 대성리	존재
4715038025	김천시 대항면 덕전리	존재
4715038026	김천시 대항면 대룡리	존재
4715038027	김천시 대항면 복전리	존재
4715039000	김천시 감천면	존재
4715039021	김천시 감천면 용호리	존재
4715039022	김천시 감천면 무안리	존재
4715039023	김천시 감천면 도평리	존재
4715039024	김천시 감천면 광기리	존재
4715039025	김천시 감천면 금송리	존재
4715040000	김천시 조마면	존재
4715040021	김천시 조마면 신안리	존재
4715040022	김천시 조마면 장암리	존재
4715040023	김천시 조마면 강곡리	존재
4715040024	김천시 조마면 신곡리	존재
4715040025	김천시 조마면 삼산리	존재
4715040026	김천시 조마면 신왕리	존재
4715040027	김천시 조마면 대방리	존재
4715041000	김천시 구성면	존재
4715041021	김천시 구성면 하강리	존재
4715041022	김천시 구성면 양각리	존재
4715041023	김천시 구성면 흥평리	존재
4715041024	김천시 구성면 송죽리	존재
4715041025	김천시 구성면 광명리	존재
4715041026	김천시 구성면 금평리	존재
4715041027	김천시 구성면 구미리	존재
4715041028	김천시 구성면 임평리	존재
4715041029	김천시 구성면 임천리	존재
4715041030	김천시 구성면 월계리	존재
4715041031	김천시 구성면 마산리	존재
4715041032	김천시 구성면 작내리	존재
4715041033	김천시 구성면 용호리	존재
4715041034	김천시 구성면 상거리	존재
4715041035	김천시 구성면 상원리	존재
4715041036	김천시 구성면 미평리	존재
4715041037	김천시 구성면 상좌원리	존재
4715042000	김천시 지례면	존재
4715042021	김천시 지례면 교리	존재
4715042022	김천시 지례면 상부리	존재
4715042023	김천시 지례면 대율리	존재
4715042024	김천시 지례면 거물리	존재
4715042025	김천시 지례면 도곡리	존재
4715042026	김천시 지례면 관덕리	존재
4715042027	김천시 지례면 신평리	존재
