name,z,lat,lon,cortarNo
김해시 한림면 가동리,,,,
김해시 한림면 가산리,,,,
김해시 한림면 금곡리,,,,
김해시 생림면,14,35.32815,128.849138,4825035000
김해시 생림면 나전리,,,,
김해시 생림면 사촌리,,,,
김해시 생림면 봉림리,,,,
김해시 생림면 생림리,,,,
김해시 생림면 마사리,,,,
김해시 생림면 생철리,,,,
김해시 생림면 안양리,,,,
김해시 생림면 도요리,,,,
김해시 상동면,14,35.307717,128.930375,4825036000
김해시 상동면 대감리,,,,
김해시 상동면 매리,,,,
김해시 상동면 감노리,,,,
김해시 상동면 여차리,,,,
김해시 상동면 우계리,,,,
김해시 상동면 묵방리,,,,
김해시 대동면,14,35.242301,128.9802,4825037000
김해시 대동면 수안리,,,,
김해시 대동면 주중리,,,,
김해시 대동면 주동리,,,,
김해시 대동면 예안리,,,,
김해시 대동면 초정리,,,,
김해시 대동면 괴정리,,,,
김해시 대동면 대감리,,,,
김해시 대동면 덕산리,,,,
김해시 대동면 월촌리,,,,
김해시 대동면 조눌리,,,,
밀양시,,,,
밀양시 내일동,14,35.494335,128.753975,4827010100
밀양시 내이동,14,35.497101,128.746163,4827010200
밀양시 교동,14,35.511008,128.75715,4827010300
밀양시 삼문동,14,35.483162,128.753073,4827010400
밀양시 남포동,14,35.4667,128.7884,4827010500
밀양시 용평동,14,35.4924,128.7707,4827010600
밀양시 활성동,14,35.483,128.8055,4827010700
밀양시 가곡동,14,35.478743,128.764563,4827010800
밀양시 삼랑진읍,14,35.395832,128.837667,4827025000
밀양시 삼랑진읍 송지리,,,,
밀양시 삼랑진읍 용전리,,,,
밀양시 삼랑진읍 미전리,,,,
밀양시 삼랑진읍 삼랑리,,,,
밀양시 삼랑진읍 율동리,,,,
밀양시 삼랑진읍 우곡리,,,,
밀양시 삼랑진읍 검세리,,,,
밀양시 삼랑진읍 안태리,,,,
밀양시 삼랑진읍 행곡리,,,,
밀양시 삼랑진읍 임천리,,,,
밀양시 삼랑진읍 숭진리,,,,
밀양시 삼랑진읍 청학리,,,,
밀양시 삼랑진읍 용성리,,,,
밀양시 하남읍,14,35.37539,128.711042,4827025300
밀양시 하남읍 수산리,,,,
밀양시 하남읍 명례리,,,,
밀양시 하남읍 백산리,,,,
밀양시 하남읍 파서리,,,,
밀양시 하남읍 남전리,,,,
밀양시 하남읍 대사리,,,,
밀양시 하남읍 양동리,,,,
밀양시 하남읍 귀명리,,,,
밀양시 부북면,14,35.510957,128.729749,4827031000
밀양시 부북면 운전리,,,,
밀양시 부북면 전사포리,,,,
밀양시 부북면 후사포리,,,,
밀양시 부북면 제대리,,,,
밀양시 부북면 감천리,,,,
밀양시 부북면 오례리,,,,
밀양시 부북면 덕곡리,,,,
밀양시 부북면 청운리,,,,
밀양시 부북면 가산리,,,,
밀양시 부북면 대항리,,,,
밀양시 부북면 퇴로리,,,,
밀양시 부북면 월산리,,,,
밀양시 부북면 위양리,,,,
밀양시 부북면 무연리,,,,
밀양시 부북면 춘화리,,,,
밀양시 부북면 용지리,,,,
밀양시 상동면,14,35.552833,128.763287,4827032000
밀양시 상동면 금산리,,,,
밀양시 상동면 가곡리,,,,
밀양시 상동면 안인리,,,,
밀양시 상동면 옥산리,,,,
밀양시 상동면 고정리,,,,
밀양시 상동면 도곡리,,,,
밀양시 상동면 매화리,,,,
밀양시 상동면 신곡리,,,,
밀양시 산외면,14,35.50261,128.814842,4827033000
밀양시 산외면 다죽리,,,,
밀양시 산외면 금곡리,,,,
밀양시 산외면 희곡리,,,,
밀양시 산외면 금천리,,,,
밀양시 산외면 남기리,,,,
밀양시 산외면 엄광리,,,,
밀양시 산내면,14,35.584284,128.880858,4827034000
밀양시 산내면 송백리,,,,
밀양시 산내면 봉의리,,,,
밀양시 산내면 용전리,,,,
밀양시 산내면 임고리,,,,
밀양시 산내면 가인리,,,,
밀양시 산내면 원서리,,,,
밀양시 산내면 삼양리,,,,
밀양시 산내면 남명리,,,,
밀양시 단장면,14,35.515233,128.875988,4827035000
밀양시 단장면 태룡리,,,,
밀양시 단장면 단장리,,,,
밀양시 단장면 미촌리,,,,
밀양시 단장면 안법리,,,,
밀양시 단장면 법흥리,,,,
밀양시 단장면 감물리,,,,
